timestamp,temperature,light-ambience
2021-04-13T01:00:00.000000Z,17.47647119663545,648.3705309043742
2021-04-13T02:00:00.000000Z,18.861175101610982,1217.9573501132534
2021-04-13T03:00:00.000000Z,20.79826510896439,998.3710571977969
2021-04-13T04:00:00.000000Z,18.857260796840066,808.5314946869831
2021-04-13T05:00:00.000000Z,16.074552521950746,0.0
2021-04-13T06:00:00.000000Z,19.004858323256183,722.379741461838
2021-04-13T07:00:00.000000Z,17.983911500026714,796.394386282064
2021-04-13T08:00:00.000000Z,19.913329039423214,1010.2775648445074
2021-04-13T09:00:00.000000Z,16.406827538710644,0.0
2021-04-13T10:00:00.000000Z,15.719392036269637,0.0
2021-04-13T11:00:00.000000Z,21.70552387096,1140.8250277180928
2021-04-13T12:00:00.000000Z,23.267767527790184,990.1498046898711
2021-04-13T13:00:00.000000Z,20.207318655565338,1157.9182528263807
2021-04-13T14:00:00.000000Z,14.902496759926882,0.0
2021-04-13T15:00:00.000000Z,21.802878764286966,1304.2044173774295
2021-04-13T16:00:00.000000Z,15.38545236468046,1043.2928170620328
2021-04-13T17:00:00.000000Z,17.52404391692284,0.0
2021-04-13T18:00:00.000000Z,16.707105060105494,0.0
2021-04-13T19:00:00.000000Z,23.47487583478396,433.59653587696647
2021-04-13T20:00:00.000000Z,19.54633802798933,679.5276019049836
2021-04-13T21:00:00.000000Z,21.66730891337891,1053.6317438206574
2021-04-13T22:00:00.000000Z,16.31599805023115,0.0
2021-04-13T23:00:00.000000Z,21.01697324001763,1113.1743986818387
2021-04-14T00:00:00.000000Z,18.550424757510253,833.0546790670555
2021-04-14T01:00:00.000000Z,23.641930320543764,1637.486483354952
2021-04-14T02:00:00.000000Z,20.453737940972925,619.3527512765489
2021-04-14T03:00:00.000000Z,17.111371570315605,0.0
2021-04-14T04:00:00.000000Z,15.358139708873868,0.0
2021-04-14T05:00:00.000000Z,16.307849858868693,0.0
2021-04-14T06:00:00.000000Z,21.191457207052245,1241.474798167756
2021-04-14T07:00:00.000000Z,19.037431814096028,257.22305825792864
2021-04-14T08:00:00.000000Z,16.39852326478708,0.0
2021-04-14T09:00:00.000000Z,20.684176086400743,1034.1303351653366
